True_Label,Predicted_Label,Confidence
NORMAL,NORMAL,0.8885808933982338
NORMAL,NORMAL,0.9025772692196337
NORMAL,NORMAL,0.9175925172603507
NORMAL,NORMAL,0.8985411191605748
NORMAL,NORMAL,0.8944028384986162
NORMAL,NORMAL,0.9000994485361689
NORMAL,NORMAL,0.8999561818857609
NORMAL,NORMAL,0.8827547787850065
NORMAL,NORMAL,0.9685480043699027
NORMAL,NORMAL,0.8921317905665075
NORMAL,NORMAL,0.9017719660909789
NORMAL,NORMAL,0.8883085379831374
NORMAL,NORMAL,0.9029881320939429
NORMAL,NORMAL,0.9404892103593312
NORMAL,BERAT,0.09487356281855926
NORMAL,NORMAL,0.9221566175699102
NORMAL,NORMAL,0.88774258399516
NORMAL,NORMAL,0.9048732295410135
NORMAL,NORMAL,0.9442441420270536
NORMAL,NORMAL,0.9154302943100067
NORMAL,NORMAL,0.885274251995467
NORMAL,BERAT,0.06887473755324161
NORMAL,NORMAL,0.8963226589304738
NORMAL,NORMAL,0.8927897988172
NORMAL,NORMAL,0.884939140010405
NORMAL,NORMAL,0.8876245802751607
NORMAL,NORMAL,0.8948437926537491
NORMAL,NORMAL,0.9135902580183566
NORMAL,NORMAL,0.9258954004224326
NORMAL,NORMAL,0.9017309365080441
NORMAL,NORMAL,0.8866287993966859
NORMAL,NORMAL,0.9676032032788566
NORMAL,NORMAL,0.8944982004360166
NORMAL,NORMAL,0.8949220696634137
NORMAL,NORMAL,0.942400658930242
NORMAL,NORMAL,0.8864464542124342
NORMAL,NORMAL,0.9013031268278271
NORMAL,NORMAL,0.8861288951483621
NORMAL,NORMAL,0.8788117659650012
NORMAL,NORMAL,0.9347142150318296
NORMAL,NORMAL,0.8854957171118956
NORMAL,NORMAL,0.8923918610638097
NORMAL,NORMAL,0.8864205352063609
NORMAL,NORMAL,0.9126830116400763
NORMAL,NORMAL,0.9350895998356186
NORMAL,NORMAL,0.8985803961178508
NORMAL,NORMAL,0.8994054505258962
NORMAL,NORMAL,0.9226808437093337
NORMAL,NORMAL,0.8877871061233188
NORMAL,BERAT,0.008421733485502436
NORMAL,NORMAL,0.9074943768826609
NORMAL,BERAT,0.01675724182027203
